from	to	weight
DDX49	HEATR1	1
DDX49	LSM4	1
DDX49	DDX51	1
DDX49	NHP2L1	1
AQR	DDX49	1
DDX49	RPS20	1
DDX49	SNRPD1	1
DDX49	DDX18	1
DDX49	RPS11	1
TBPL2	POLR2D	1
OR7C2	RTP2	1
OR7C2	RTP1	1
OR1E2	TAS2R39	1
OR1E2	RTP2	1
OR1E2	RTP1	1
GALR3	TAS2R42	1
GALR3	GPR31	1
GALR3	PDYN	1
GALR3	HTR1A	1
GALR3	TAS2R40	1
GALR3	SSTR4	1
GALR3	NMS	1
GALR3	INSL5	1
GALR3	MTNR1B	1
GALR3	TAS2R50	1
GALR3	RXFP3	1
GRM6	GALR3	1
CCL1	GALR3	1
GALR3	TAS2R39	1
GALR3	TAS2R1	1
TAS2R7	GALR3	1
GALR3	GRM4	1
GALR3	HRH3	1
GALR3	TAS1R2	1
GALR3	TAS2R13	1
TAS2R9	GALR3	1
GALR3	TAS2R16	1
GALR3	TAS2R41	1
TAS2R8	GALR3	1
GALR3	GALR1	1
GALR3	DRD3	1
GALR3	HTR5A	1
GALR3	TAS2R43	1
GALR3	TAS2R46	1
GALR3	TAS2R60	1
TAS2R16	TAS2R42	1
TAS2R16	INSL5	1
TAS2R16	MTNR1B	1
TAS2R16	TAS2R41	1
TAS2R16	TAS2R50	1
TAS2R8	TAS2R16	1
TAS2R7	TAS2R16	1
TAS2R16	GALR1	1
TAS2R16	RXFP3	1
TAS2R16	GPR31	1
GRM6	TAS2R16	1
TAS2R16	PDYN	1
CCL1	TAS2R16	1
TAS2R16	HTR1A	1
TAS2R16	DRD3	1
TAS2R16	FEZF1	1
TAS2R16	GRM4	1
TAS2R16	HTR5A	1
TAS2R16	TAS2R43	1
TAS2R16	HRH3	1
TAS2R16	TAS2R39	1
GALR3	TAS2R16	1
TAS2R16	TAS1R2	1
TAS2R16	TAS2R13	1
TAS2R16	TAS2R46	1
TAS2R16	TAS2R40	1
TAS2R16	SSTR4	1
TAS2R9	TAS2R16	1
TAS2R16	TAS2R60	1
TAS2R16	NMS	1
TAS2R16	TAS2R1	1
COPB1	KIF2B	1
COPB1	SF3B2	1
COPB1	DYNC1I2	1
COPB1	INS	1
COPB1	COPA	1
COPB1	CDC5L	1
COPB1	PSMA1	1
COPB1	NAPA	1
COPB1	NAPG	1
COPB1	DYNC1H1	1
COPB1	ARCN1	1
COPB1	CLTC	1
COPB1	COPZ1	1
NEDD8	PSMC2	1
NEDD8	PSMD11	1
NEDD8	DDB1	1
PHF5A	NEDD8	1
NEDD8	PSMA6	1
PSMC4	NEDD8	1
NEDD8	COPS6	1
NEDD8	RPL37A	1
NEDD8	COPS4	1
NEDD8	PSMA1	1
NEDD8	RPL5	1
NEDD8	COPS2	1
NEDD8	TIMM10	1
PSMA2	NEDD8	1
NEDD8	SF3B5	1
PSMA3	NEDD8	1
NEDD8	PSMB2	1
NEDD8	RPL11	1
NEDD8	PSMD1	1
NEDD8	PSMB3	1
NEDD8	COPS8	1
PSMD7	NEDD8	1
NEDD8	RPS27A	1
NEDD8	ASB17	1
NEDD8	PSMC1	1
NEDD8	SHFM1	1
DAZL	FIGLA	1
DAZL	DDX4	1
PIWIL1	DAZL	1
DAZL	NANOS2	1
DAZL	ZP2	1
DAZL	ASZ1	1
DAZL	PRDM14	1
EIF3G	RPLP2	1
EIF3G	RPS3	1
PSMA3	EIF3G	1
EIF3G	ETF1	1
EIF3G	RPL7	1
EIF3G	RPL11	1
EIF3G	CCT4	1
EIF3G	RPL3	1
EIF3G	RPL27	1
EIF3G	RPL7A	1
EIF3G	EIF3F	1
EIF3G	EIF3B	1
EIF3G	RPL31	1
EIF3G	RPL24	1
EIF3G	KARS	1
EIF3G	PSMA6	1
PSMD7	EIF3G	1
EIF3G	RPL4	1
EIF3G	RPL30	1
EIF3G	RPS24	1
EIF3G	RPS27A	1
EIF3G	RPL35	1
EIF3G	RPS15A	1
EIF3G	RPS6	1
EIF3D	EIF3G	1
EIF3G	RPS13	1
EIF3G	RPL36	1
EIF3G	RPL38	1
EIF3G	RPS9	1
EIF3G	CCT7	1
EIF3G	RPL37A	1
EIF3G	CDC5L	1
EIF3G	RPL35A	1
EIF3G	PSMA1	1
EIF3G	EIF3A	1
EIF3G	RPL10A	1
EIF3G	NHP2L1	1
EIF3G	RPL5	1
EIF3G	RPS20	1
EIF3G	RPLP0	1
EIF3G	RPL14	1
EIF3G	RPL12	1
EIF3G	RPS8	1
EIF3G	EEF2	1
EIF3G	RPL18	1
RPL19	EIF3G	1
EIF3G	NACA	1
EIF3G	EIF5B	1
GAR1	EIF3G	1
EIF3G	RPL37	1
PSMA2	EIF3G	1
EIF3G	RPS19	1
EIF3G	RPS5	1
EIF3G	RPS11	1
DEFB118	DEFB126	1
DEFB118	DEFB123	1
DEFB129	DEFB118	1
DEFB118	DEFB127	1
DEFB118	DEFA5	1
DEFB118	RNASE8	1
G6PC	SLC2A2	1
G6PC	GCG	1
G6PC	INS	1
G6PC	TKTL2	1
RPA1	SMC3	1
RPA1	DDB1	1
RPA1	RPL4	1
RPA1	CDC5L	1
RPA1	VCP	1
RPA1	RPA2	1
RPA1	XAB2	1
PRPF19	RPA1	1
RPA1	POLR2D	1
RPA1	RPS27A	1
POLR2I	RPA1	1
RPA1	HIST1H2BA	1
RPA1	POLR2F	1
RPA1	SPO11	1
AQR	RPA1	1
RPL19	RPA1	1
SSTR4	TAS2R42	1
SSTR4	GPR31	1
SSTR4	PDYN	1
SSTR4	HTR1A	1
SSTR4	TAS2R40	1
SSTR4	NMS	1
SSTR4	INSL5	1
SSTR4	MTNR1B	1
SSTR4	TAS2R50	1
SSTR4	RXFP3	1
GRM6	SSTR4	1
CCL1	SSTR4	1
SSTR4	TAS2R39	1
SSTR4	TAS2R1	1
TAS2R7	SSTR4	1
SSTR4	GRM4	1
SSTR4	HRH3	1
GALR3	SSTR4	1
SSTR4	TAS1R2	1
SSTR4	TAS2R13	1
TAS2R9	SSTR4	1
TAS2R16	SSTR4	1
SSTR4	TAS2R41	1
TAS2R8	SSTR4	1
SSTR4	GALR1	1
SSTR4	DRD3	1
SSTR4	HTR5A	1
SSTR4	TAS2R43	1
SSTR4	TAS2R46	1
SSTR4	TAS2R60	1
RNF17	PIWIL3	1
RNF17	DDX4	1
PIWIL1	RNF17	1
ADAM20	ADAM2	1
ADAM20	ZP4	1
ADAM20	ADAM30	1
ADAM20	ZP2	1
TSHB	TAAR2	1
TSHB	TAAR6	1
TSHB	GCG	1
TSHB	HTR6	1
TSHB	MC2R	1
TSHB	GPR45	1
TSHB	NPSR1	1
MC3R	TSHB	1
TSHB	MC5R	1
TSHB	RXFP2	1
TSHB	TRHR	1
TSHB	GPR32	1
IAPP	TSHB	1
TSHB	TAAR5	1
TSHB	TAAR8	1
SLCO1B1	CYP7A1	1
SLCO1B1	SLC22A6	1
SLCO1B1	CYP2C19	1
SLCO1B1	SLC22A9	1
SLC10A2	SLCO1B1	1
SLCO1B1	SLC22A8	1
MTNR1B	TAS2R42	1
MTNR1B	GPR31	1
MTNR1B	PDYN	1
MTNR1B	HTR1A	1
MTNR1B	TAS2R40	1
SSTR4	MTNR1B	1
MTNR1B	NMS	1
MTNR1B	INSL5	1
MTNR1B	TAS2R50	1
MTNR1B	RXFP3	1
GRM6	MTNR1B	1
CCL1	MTNR1B	1
MTNR1B	TAS2R39	1
MTNR1B	TAS2R1	1
TAS2R7	MTNR1B	1
MTNR1B	GRM4	1
MTNR1B	HRH3	1
GALR3	MTNR1B	1
MTNR1B	TAS1R2	1
MTNR1B	TAS2R13	1
TAS2R9	MTNR1B	1
TAS2R16	MTNR1B	1
MTNR1B	TAS2R41	1
TAS2R8	MTNR1B	1
MTNR1B	GALR1	1
MTNR1B	DRD3	1
MTNR1B	HTR5A	1
MTNR1B	TAS2R43	1
MTNR1B	TAS2R46	1
MTNR1B	TAS2R60	1
PRPF38A	SF3B5	1
PRPF38A	HNRNPM	1
PRPF38A	PRPF3	1
PRPF38A	SRSF3	1
PRPF38A	PRPF8	1
PRPF19	PRPF38A	1
PRPF38A	SF3B4	1
PRPF38A	SF3B3	1
PRPF38A	SF3B2	1
PRPF38A	DDX46	1
PRPF38A	U2AF2	1
PRPF38A	POLR2D	1
PRPF38A	NUDT21	1
PHF5A	PRPF38A	1
PRPF38A	ALYREF	1
PRPF38A	PRPF31	1
PRPF38A	LSM4	1
PRPF38A	RBM17	1
PRPF38A	CDC5L	1
PAPOLA	PRPF38A	1
PRPF38A	USP39	1
PRPF38A	EFTUD2	1
POLR2I	PRPF38A	1
PRPF38A	CDC40	1
PRPF38A	EIF4A3	1
PRPF38A	LSM6	1
PRPF38A	NHP2L1	1
PRPF38A	POLR2F	1
PRPF38A	SNRNP200	1
AQR	PRPF38A	1
SNRNP27	PRPF38A	1
SF3A2	PRPF38A	1
PRPF38A	SNRPD1	1
PRPF38A	HNRNPU	1
PRPF38A	XAB2	1
SF3A1	PRPF38A	1
PRPF38A	SRSF1	1
PABPN1	PRPF38A	1
TIMM10	RPL11	1
TIMM10	PFDN2	1
TIMM10	CCT6A	1
TIMM10	RPL37A	1
TIMM10	RPL35A	1
NEDD8	TIMM10	1
TIMM10	HSPA9	1
GAR1	TIMM10	1
TIMM10	RPS5	1
TAAR5	TAAR2	1
TAAR5	TAAR6	1
TSHB	TAAR5	1
TAAR5	GPR45	1
TAAR5	RXFP2	1
IAPP	TAAR5	1
TAAR5	TAAR8	1
TAAR5	GCG	1
TAAR5	HTR6	1
TAAR5	MC2R	1
TAAR5	NPSR1	1
MC3R	TAAR5	1
TAAR5	MC5R	1
TAAR5	GPR32	1
CCT7	RPS3	1
CCT7	PSMC2	1
CCT7	RPL7	1
CCT7	PSMD11	1
CCT7	RPL3	1
CCT7	RPL27	1
CCT7	CCT8	1
CCT7	RPL7A	1
CCT7	EIF3F	1
CCT7	RPL31	1
CCT7	PSMA6	1
PSMC4	CCT7	1
CCT7	RPL4	1
CCT7	RAN	1
CCT7	RPS15A	1
EIF3D	CCT7	1
CCT7	RPS13	1
CCT7	CCT6A	1
CCT7	CDC5L	1
CCT7	CCT8L2	1
CCT7	PSMA1	1
CCT7	RPL5	1
CCT7	RPLP0	1
CCT7	RPL14	1
CCT7	RPS8	1
CCT7	RPL18	1
PSMA2	CCT7	1
CCT7	RPS19	1
CCT7	RPS5	1
CCT7	CCT3	1
PSMA3	CCT7	1
CCT7	ETF1	1
EIF3G	CCT7	1
CCT7	RPL11	1
CCT7	CCT4	1
CCT7	PSMD1	1
CCT7	EIF3B	1
CCT7	KARS	1
CCT7	RPL30	1
CCT7	RPS24	1
CCT7	RPS6	1
CCT7	RPS9	1
CCT7	PFDN2	1
CCT7	RPL35A	1
CCT7	RUVBL1	1
CCT7	RPL10A	1
CCT7	NHP2L1	1
CCT7	PSMC1	1
CCT7	HSPA9	1
CCT7	RPS20	1
CCT7	RPL12	1
CCT7	EEF2	1
RPL19	CCT7	1
CCT7	KPNB1	1
CCT7	RPS11	1
GPR45	TAAR2	1
GPR45	TAAR6	1
TSHB	GPR45	1
GPR45	RXFP2	1
IAPP	GPR45	1
GPR45	TAAR8	1
GPR45	GCG	1
GPR45	HTR6	1
GPR45	MC2R	1
GPR45	NPSR1	1
MC3R	GPR45	1
GPR45	MC5R	1
GPR45	GPR32	1
TAAR5	GPR45	1
SRSF1	HNRNPM	1
SRSF1	PRPF8	1
SRSF1	ERH	1
SRSF1	SF3B4	1
SRSF1	SF3B2	1
SRSF1	DDX46	1
PHF5A	SRSF1	1
SRSF1	PRPF31	1
SRSF1	NUP93	1
SRSF1	XPO1	1
SRSF1	SFPQ	1
SRSF1	CDC5L	1
PAPOLA	SRSF1	1
SRSF1	USP39	1
SRSF1	EFTUD2	1
SRSF1	EIF4A3	1
SRSF1	LSM6	1
SRSF1	NUP205	1
SRSF1	SNRNP200	1
SF3A2	SRSF1	1
SRSF1	XAB2	1
SF3A1	SRSF1	1
SRSF1	SF3B5	1
SRSF1	PRPF3	1
SRSF1	SRSF3	1
PRPF19	SRSF1	1
SRSF1	SF3B3	1
SRSF1	NUP54	1
SRSF1	NXF1	1
SRSF1	U2AF2	1
SRSF1	POLR2D	1
SRSF1	NUDT21	1
SRSF1	ALYREF	1
SRSF1	TFIP11	1
SRSF1	LSM4	1
SRSF1	RBM17	1
POLR2I	SRSF1	1
SRSF1	CDC40	1
SRSF1	NUP133	1
SRSF1	NHP2L1	1
SRSF1	POLR2F	1
AQR	SRSF1	1
SNRNP27	SRSF1	1
SRSF1	SNRPD1	1
SRSF1	HNRNPU	1
PRPF38A	SRSF1	1
PABPN1	SRSF1	1
IL36B	IL36RN	1
IL36B	IL1F10	1
IL36B	IL17A	1
RPL35	RPLP2	1
RPN2	RPL35	1
RPL35	RPS3	1
RPL35	ETF1	1
RPL35	PSMC2	1
RPL35	RPL7	1
EIF3G	RPL35	1
RPL35	RPL11	1
RPL35	EXOSC10	1
RPL35	WDR12	1
RPL35	RPL3	1
RPL35	RPL27	1
RPL35	RPL7A	1
RPL35	EIF3F	1
RPL35	EIF3B	1
RPL35	RPL31	1
RPL35	RPL24	1
PSMC4	RPL35	1
RPL35	RPL4	1
RPL35	RPL30	1
RPL35	RPS24	1
RPL35	RPS27A	1
RPL35	RPS15A	1
RPL35	RPS6	1
EIF3D	RPL35	1
RPL35	RPS13	1
RPL35	RPL36	1
RPL35	QARS	1
RPL35	RPL38	1
RPL35	RPS9	1
RPL35	RPL37A	1
RPL35	RPL35A	1
RPL35	EIF3A	1
RPL35	EFTUD2	1
RPL35	EIF4A3	1
RPL35	RPL10A	1
RPL35	NHP2L1	1
RPL35	RPL5	1
RPL35	PPP2R1A	1
RPL35	FTSJ3	1
RPL35	PSMC1	1
RPL35	NPSR1	1
RPL35	RPS20	1
RPL35	RPLP0	1
RPL35	RPL14	1
RPL35	RPL12	1
RPL35	RPS8	1
RPL35	EEF2	1
RPL35	RPL18	1
RPL19	RPL35	1
RPL35	NACA	1
RPL35	EIF5B	1
RPL35	RPL37	1
RPL35	BRIX1	1
RPL35	RPS19	1
RPL35	RPS5	1
RPL35	RPS11	1
WDR12	RPLP2	1
PRPF19	WDR12	1
WDR12	RPL7	1
WDR12	RPL11	1
WDR12	EXOSC10	1
DDX49	WDR12	1
WDR12	RPL3	1
WDR12	RPL27	1
WDR12	RPL7A	1
WDR12	EIF3B	1
WDR12	RPL31	1
WDR12	RPL24	1
WDR12	PRPF31	1
WDR12	RPL4	1
WDR12	RPL30	1
RPL35	WDR12	1
WDR12	RPS6	1
WDR12	RPL36	1
WDR12	RPL38	1
WDR12	HEATR1	1
WDR12	RPS9	1
WDR12	GNL3	1
WDR12	XPO1	1
WDR12	RPL37A	1
WDR12	DDX51	1
WDR12	RPL35A	1
WDR12	EIF4A3	1
WDR12	RPL10A	1
WDR12	NHP2L1	1
WDR12	RPL5	1
WDR12	FTSJ3	1
WDR12	NPSR1	1
WDR12	RPLP0	1
WDR12	RPL14	1
WDR12	RPL12	1
WDR12	RPS8	1
WDR12	RPL18	1
RPL19	WDR12	1
WDR12	DDX18	1
GAR1	WDR12	1
WDR12	RPL37	1
WDR12	SDAD1	1
WDR12	BRIX1	1
PSMC1	RPS3	1
PSMC1	PSMC2	1
PSMC1	RPL7	1
PSMC1	PSMD11	1
PSMC1	RPL3	1
PSMC1	RPL7A	1
PSMC1	PSMA6	1
PSMC4	PSMC1	1
PSMC1	RPS15A	1
EIF3D	PSMC1	1
PSMC1	RPS13	1
CCT7	PSMC1	1
PSMC1	CDC5L	1
PSMC1	PSMA1	1
PSMC1	RPL5	1
PSMC1	VCP	1
PSMC1	RPLP0	1
PSMC1	RPS8	1
PSMC1	COPS2	1
PSMA2	PSMC1	1
PSMC1	RPS19	1
PSMC1	RPS5	1
PSMA3	PSMC1	1
PSMC1	PSMB2	1
PSMC1	RPL11	1
PSMC1	CCT4	1
PSMC1	PSMD1	1
PSMC1	PSMB3	1
PSMD7	PSMC1	1
PSMC1	RPS24	1
PSMC1	RPS27A	1
RPL35	PSMC1	1
PSMC1	RPS6	1
PSMC1	RPL10A	1
PSMC1	PPP2R1A	1
NEDD8	PSMC1	1
RPL19	PSMC1	1
PSMC1	SHFM1	1
PSMC1	RPS11	1
NUP133	SRSF3	1
NUP133	KIF2B	1
NUP133	NUP54	1
NUP133	NXF1	1
NUP133	U2AF2	1
NUP133	DYNC1I2	1
NUP133	SMC3	1
NUP133	ALYREF	1
NUP133	RAN	1
NUP133	NUP98	1
NUP133	DYNC1H1	1
NUP133	NUP93	1
NUP133	XPO1	1
NUP133	CDC40	1
NUP133	EIF4A3	1
NUP133	NUP205	1
NUP133	PPP2R1A	1
NUP133	HSPA9	1
NUP133	SNRPD1	1
NUP133	KPNB1	1
SRSF1	NUP133	1
PSMA6	RPLP2	1
PSMA6	RPS3	1
PSMA6	PSMC2	1
PSMA6	ERH	1
PSMA6	PSMD11	1
PSMA6	RPL27	1
PSMA6	CCT8	1
PSMA6	VPREB1	1
PSMC4	PSMA6	1
PSMA6	RAN	1
PSMA6	RPS15A	1
CCT7	PSMA6	1
PSMA6	CCT6A	1
PSMA6	PSMA1	1
PSMA6	RPL14	1
PSMA6	COPS2	1
PSMA2	PSMA6	1
PSMA6	CCT3	1
RPN2	PSMA6	1
PSMA3	PSMA6	1
PSMA6	ETF1	1
PSMA6	PSMB2	1
EIF3G	PSMA6	1
PSMA6	CCT4	1
PSMA6	PSMD1	1
PSMA6	PSMB3	1
PSMA6	EIF3B	1
PSMD7	PSMA6	1
PSMA6	RPS27A	1
PSMA6	RPS9	1
PSMA6	PFDN2	1
PSMA6	RPL35A	1
PSMA6	RUVBL1	1
PSMA6	NHP2L1	1
PSMA6	PPP2R1A	1
PSMC1	PSMA6	1
NEDD8	PSMA6	1
PSMA6	RPS20	1
PSMA6	EEF2	1
PSMA6	KPNB1	1
PSMA6	SHFM1	1
RPN2	PSMD11	1
PSMD11	RPS3	1
PSMA3	PSMD11	1
PSMD11	PSMC2	1
PSMD11	PSMB2	1
PSMD11	CCT4	1
PSMD11	PSMD1	1
PSMD11	SF3B2	1
PSMD11	RPL27	1
PSMD11	PSMB3	1
PSMD11	CCT8	1
PSMD11	EIF3F	1
PSMD11	EIF3B	1
PSMD11	RPL31	1
PSMD11	COPS8	1
PSMA6	PSMD11	1
PSMD7	PSMD11	1
PSMC4	PSMD11	1
PSMD11	RPL30	1
PSMD11	RAN	1
PSMD11	RPS27A	1
PSMD11	COPS6	1
PSMD11	RPS9	1
CCT7	PSMD11	1
PSMD11	CDC5L	1
PSMD11	RPL35A	1
PSMD11	COPS4	1
PSMD11	PSMA1	1
PSMD11	PPP2R1A	1
PSMC1	PSMD11	1
NEDD8	PSMD11	1
PSMD11	RPS20	1
PSMD11	VCP	1
PSMD11	RPLP0	1
PSMD11	RPL14	1
PSMD11	RPS8	1
PSMD11	RPL18	1
PSMD11	COPS2	1
PSMD11	KPNB1	1
PSMD11	SHFM1	1
PSMA2	PSMD11	1
LHX5	LBX1	1
VSX2	SIX6	1
NEUROD4	VSX2	1
VSX2	COPA	1
VSX2	RHO	1
VSX2	POU4F2	1
VSX2	NKX2-2	1
YY1	DDB1	1
YY1	COPS6	1
YY1	COPS4	1
YY1	COPS2	1
YY1	POLR2D	1
YY1	COPS8	1
YY1	RUVBL1	1
POLR2I	YY1	1
YY1	HIST1H2BA	1
YY1	POLR2F	1
RPE65	CNGB3	1
RPE65	RD3	1
RPE65	SDR9C7	1
RPE65	RHO	1
RPE65	OTX2	1
CRX	RPE65	1
RPE65	AIPL1	1
RPE65	RBP3	1
SRCAP	RUVBL1	1
CSE1L	RAN	1
CSE1L	NUP93	1
CSE1L	XPO1	1
CSE1L	CDC5L	1
CSE1L	EFTUD2	1
CSE1L	KPNB1	1
SLC17A6	SLC18A3	1
SLC17A6	CHAT	1
SLC32A1	SLC17A6	1
SLC17A6	GRM5	1
DDX18	RPL7	1
WDR12	DDX18	1
DDX49	DDX18	1
DDX18	RPL27	1
DDX18	RPL7A	1
DDX18	RPL36	1
DDX18	RPL38	1
DDX18	GNL3	1
DDX18	FTSJ3	1
DDX18	SDAD1	1
DDX18	BRIX1	1
DDX18	EIF3B	1
DDX18	RPL30	1
DDX18	RPS6	1
DDX18	HEATR1	1
DDX18	DDX51	1
DDX18	NHP2L1	1
GAR1	DDX18	1
NAPA	NAPG	1
NAPA	INS	1
NAPA	COPA	1
COPB1	NAPA	1
NAPA	ARCN1	1
NAPA	COPZ1	1
ARCN1	KIF2B	1
ARCN1	NAPG	1
ARCN1	DYNC1I2	1
ARCN1	INS	1
ARCN1	COPA	1
ARCN1	DYNC1H1	1
COPB1	ARCN1	1
ARCN1	CDC5L	1
NAPA	ARCN1	1
ARCN1	COPZ1	1
SI	INS	1
SI	GCG	1
CLCA1	SI	1
PSMD11	COPS4	1
COPS4	EIF3F	1
YY1	COPS4	1
COPS4	POLR2D	1
COPS4	COPS8	1
COPS4	DDB1	1
PSMD7	COPS4	1
COPS4	RPS27A	1
COPS4	COPS6	1
COPS4	RUVBL1	1
POLR2I	COPS4	1
COPS4	POLR2F	1
COPS4	ASB17	1
NEDD8	COPS4	1
COPS4	COPS2	1
PSMA2	COPS4	1
IL21	IL9	1
IL21	IL17A	1
IL21	IL13	1
NUP54	SRSF3	1
NUP54	NXF1	1
NUP54	U2AF2	1
NUP54	ALYREF	1
NUP54	RAN	1
NUP54	NUP98	1
NUP54	NUP93	1
NUP54	XPO1	1
NUP54	CDC40	1
NUP54	EIF4A3	1
NUP133	NUP54	1
NUP54	NUP205	1
NUP54	HSPA9	1
NUP54	SNRPD1	1
NUP54	KPNB1	1
NUP54	SDAD1	1
SRSF1	NUP54	1
TRPV5	DDX4	1
NOX3	TRPV5	1
ADAM20	ADAM2	1
ADAM2	IZUMO2	1
ADAM2	ZP4	1
ADAM2	ADAM30	1
ADAM2	ZP2	1
PDE6H	CNGB3	1
PRPF19	RNF113B	1
RNF113B	SF3B3	1
RNF113B	SF3B2	1
RNF113B	CDC5L	1
RNF113B	SNRNP200	1
SF3A2	RNF113B	1
WDR61	RPS3	1
WDR61	EXOSC10	1
WDR61	SUPT5H	1
WDR61	RPS13	1
WDR61	RPL38	1
WDR61	TCEB3B	1
WDR61	RPL5	1
WDR61	RPS5	1
WDR61	POLR2D	1
WDR61	RPL30	1
WDR61	RPS27A	1
POLR2I	WDR61	1
WDR61	HIST1H2BA	1
WDR61	POLR2F	1
WDR61	SPO11	1
WDR61	RPS20	1
KIF2B	DYNC1I2	1
KIF2B	SMC3	1
KIF2B	COPA	1
COPB1	KIF2B	1
KIF2B	XPO1	1
KIF2B	DYNC1H1	1
ARCN1	KIF2B	1
NUP133	KIF2B	1
KIF2B	PPP2R1A	1
KIF2B	COPZ1	1
MEP1A	MEP1B	1
EIF4A3	RPLP2	1
EIF4A3	HNRNPM	1
EIF4A3	RPS3	1
EIF4A3	PRPF8	1
EIF4A3	RPL7	1
EIF4A3	ERH	1
EIF4A3	SF3B4	1
WDR12	EIF4A3	1
DDX49	EIF4A3	1
EIF4A3	RPL3	1
EIF4A3	SF3B2	1
EIF4A3	RPL27	1
EIF4A3	DDX46	1
EIF4A3	RPL7A	1
EIF4A3	RPL31	1
EIF4A3	RPL24	1
PHF5A	EIF4A3	1
EIF4A3	PRPF31	1
EIF4A3	RPL4	1
EIF4A3	RPS15A	1
EIF3D	EIF4A3	1
EIF4A3	RPS13	1
EIF4A3	RPL36	1
EIF4A3	RPL38	1
EIF4A3	NUP93	1
EIF4A3	GNL3	1
EIF4A3	RPL37A	1
EIF4A3	CDC5L	1
PAPOLA	EIF4A3	1
EIF4A3	USP39	1
EIF4A3	EFTUD2	1
EIF4A3	LSM6	1
EIF4A3	NUP205	1
EIF4A3	RPL5	1
EIF4A3	SNRNP200	1
EIF4A3	FTSJ3	1
EIF4A3	RPLP0	1
SF3A2	EIF4A3	1
EIF4A3	RPL14	1
EIF4A3	RPS8	1
EIF4A3	RPL18	1
EIF4A3	XAB2	1
SF3A1	EIF4A3	1
EIF4A3	EIF5B	1
EIF4A3	RPL37	1
EIF4A3	BRIX1	1
SRSF1	EIF4A3	1
EIF4A3	RPS19	1
EIF4A3	RPS5	1
EIF4A3	SF3B5	1
EIF4A3	PRPF3	1
EIF4A3	ETF1	1
EIF4A3	SRSF3	1
PRPF19	EIF4A3	1
EIF4A3	RPL11	1
EIF4A3	SF3B3	1
NUP54	EIF4A3	1
EIF4A3	NXF1	1
EIF4A3	U2AF2	1
EIF4A3	POLR2D	1
EIF4A3	NUDT21	1
EIF4A3	ALYREF	1
EIF4A3	RPL30	1
EIF4A3	RPS24	1
EIF4A3	RPS27A	1
RPL35	EIF4A3	1
EIF4A3	RPS6	1
EIF4A3	TFIP11	1
EIF4A3	RPS9	1
EIF4A3	LSM4	1
EIF4A3	RBM17	1
EIF4A3	RPL35A	1
POLR2I	EIF4A3	1
EIF4A3	CDC40	1
EIF4A3	RPL10A	1
NUP133	EIF4A3	1
EIF4A3	NHP2L1	1
EIF4A3	PPP2R1A	1
EIF4A3	POLR2F	1
AQR	EIF4A3	1
SNRNP27	EIF4A3	1
EIF4A3	RPS20	1
EIF4A3	RPL12	1
EIF4A3	EEF2	1
RPL19	EIF4A3	1
EIF4A3	SNRPD1	1
EIF4A3	HNRNPU	1
PRPF38A	EIF4A3	1
PABPN1	EIF4A3	1
EIF4A3	RPS11	1
TSHB	GPR32	1
GPR32	RXFP2	1
GPR32	HTR6	1
GPR32	TAAR2	1
GPR32	MC2R	1
GPR45	GPR32	1
GPR32	NPSR1	1
IAPP	GPR32	1
GPR32	TAAR6	1
MC3R	GPR32	1
GPR32	MC5R	1
TAAR5	GPR32	1
GPR32	TAAR8	1
GPR32	GCG	1
RPS11	CCT3	1
RPS11	RPLP2	1
RPN2	RPS11	1
RPS11	HNRNPM	1
RPS11	RPS3	1
RPS11	ETF1	1
RPS11	PSMC2	1
RPS11	RPL7	1
EIF3G	RPS11	1
RPS11	RPL11	1
RPS11	CCT4	1
DDX49	RPS11	1
RPS11	RPL3	1
RPS11	RPL27	1
RPS11	CCT8	1
RPS11	RPL7A	1
RPS11	EIF3F	1
RPS11	EIF3B	1
RPS11	RPL31	1
RPS11	RPL24	1
PSMC4	RPS11	1
RPS11	RPL4	1
RPS11	RPL30	1
RPS11	RPS24	1
RPS11	RPS27A	1
RPL35	RPS11	1
RPS11	RPS15A	1
RPS11	RPS6	1
EIF3D	RPS11	1
RPS11	RPS13	1
RPS11	RPL36	1
RPS11	QARS	1
RPS11	RPL38	1
RPS11	HEATR1	1
RPS11	RPS9	1
CCT7	RPS11	1
RPS11	RPL37A	1
RPS11	RPL35A	1
RPS11	EIF3A	1
RPS11	EFTUD2	1
EIF4A3	RPS11	1
SEC14L3	RPS11	1
RPS11	RPL10A	1
RPS11	NHP2L1	1
RPS11	RPL5	1
RPS11	PPP2R1A	1
RPS11	POLR2F	1
PSMC1	RPS11	1
RPS11	NPSR1	1
RPS11	RPS20	1
RPS11	RPLP0	1
RPS11	RPL14	1
RPS11	RPL12	1
RPS11	RPS8	1
RPS11	EEF2	1
RPS11	RPL18	1
RPL19	RPS11	1
RPS11	NACA	1
RPS11	EIF5B	1
GAR1	RPS11	1
RPS11	RPL37	1
RPS11	RPS19	1
RPS11	RPS5	1
PRUNE	RPA2	1
SF3B4	SF3B5	1
SF3B4	HNRNPM	1
SF3B4	PRPF3	1
SF3B4	SRSF3	1
SF3B4	PRPF8	1
PRPF19	SF3B4	1
SF3B4	SF3B3	1
SF3B4	SF3B2	1
SF3B4	DDX46	1
SF3B4	U2AF2	1
SF3B4	POLR2D	1
SF3B4	NUDT21	1
PHF5A	SF3B4	1
SF3B4	ALYREF	1
SF3B4	PRPF31	1
