gene	condition	intervention	replicate	gene_conditions	gamma	beta	l	readout
POLR2C	C1	S48	R2	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-1.1931903299419275
POLR2C	C1	S48	R3	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-1.1382127157627178
POLR2C	C1	S48	R4	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-0.9528675073439443
POLR2C	C1	S49	R0	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-1.067471891335928
POLR2C	C1	S49	R1	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-0.94643842103908
POLR2C	C1	S49	R2	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-1.109466906453998
POLR2C	C1	S49	R3	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-1.0747107838505776
POLR2C	C1	S49	R4	POLR2C-C1	-0.9134592370675322	-0.08452056414987197	0.0	-0.9305227305218038
POLR1B	C0	S50	R0	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.1532307068142513
POLR1B	C0	S50	R1	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.2400726647181572
POLR1B	C0	S50	R2	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.1795368606884342
POLR1B	C0	S50	R3	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.1288605277233186
POLR1B	C0	S50	R4	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.1953110295451497
POLR1B	C0	S51	R0	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3911639486905618
POLR1B	C0	S51	R1	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3098544161113135
POLR1B	C0	S51	R2	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.2363003777920683
POLR1B	C0	S51	R3	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3408046349893827
POLR1B	C0	S51	R4	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.254125341128437
POLR1B	C0	S52	R0	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.4572355734000058
POLR1B	C0	S52	R1	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3821827427462
POLR1B	C0	S52	R2	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.246431970302042
POLR1B	C0	S52	R3	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.5230285959718064
POLR1B	C0	S52	R4	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.4100911950890145
POLR1B	C0	S53	R0	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3010917766515735
POLR1B	C0	S53	R1	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.4712593923225117
POLR1B	C0	S53	R2	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.29360784525235
POLR1B	C0	S53	R3	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3792746939297351
POLR1B	C0	S53	R4	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3284794044106425
POLR1B	C0	S54	R0	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3252182302006126
POLR1B	C0	S54	R1	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.2803906251046935
POLR1B	C0	S54	R2	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3556988183187895
POLR1B	C0	S54	R3	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.2903513041283001
POLR1B	C0	S54	R4	POLR1B-C0	-1.2301538696880283	-0.06916607517253091	0.0	-1.3594356249254975
POLR1B	C1	S55	R0	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2142218713658874
POLR1B	C1	S55	R1	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.100448311044818
POLR1B	C1	S55	R2	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.250142244448597
POLR1B	C1	S55	R3	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2528422968388688
POLR1B	C1	S55	R4	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.3862300194897463
POLR1B	C1	S56	R0	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2004925998075877
POLR1B	C1	S56	R1	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.3456359552292492
POLR1B	C1	S56	R2	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.350713942020839
POLR1B	C1	S56	R3	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2140852770878228
POLR1B	C1	S56	R4	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.251725347937839
POLR1B	C1	S57	R0	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1591116772787198
POLR1B	C1	S57	R1	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1255415295239952
POLR1B	C1	S57	R2	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.3237973785938753
POLR1B	C1	S57	R3	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2569915233580315
POLR1B	C1	S57	R4	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.0937877040160937
POLR1B	C1	S58	R0	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1731752973507203
POLR1B	C1	S58	R1	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1985243173432991
POLR1B	C1	S58	R2	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1392086158600812
POLR1B	C1	S58	R3	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.3302895192900637
POLR1B	C1	S58	R4	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.206170881432163
POLR1B	C1	S59	R0	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1289038834372251
POLR1B	C1	S59	R1	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.1077379938114513
POLR1B	C1	S59	R2	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.3504477041118486
POLR1B	C1	S59	R3	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2949966431367685
POLR1B	C1	S59	R4	POLR1B-C1	-1.2301538696880283	-0.03967535268559774	0.0	-1.2315577050011897
PSMC1	C0	S60	R0	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6884383401683465
PSMC1	C0	S60	R1	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6987202298481697
PSMC1	C0	S60	R2	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5911384730491696
PSMC1	C0	S60	R3	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6948796041540664
PSMC1	C0	S60	R4	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8383298949873365
PSMC1	C0	S61	R0	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.623353874283408
PSMC1	C0	S61	R1	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.7019878849244576
PSMC1	C0	S61	R2	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.7326917040403982
PSMC1	C0	S61	R3	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8161124209329554
PSMC1	C0	S61	R4	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5581563591701943
PSMC1	C0	S62	R0	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8822498690523664
PSMC1	C0	S62	R1	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8294719663395945
PSMC1	C0	S62	R2	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6871232121234793
PSMC1	C0	S62	R3	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5366430473022952
PSMC1	C0	S62	R4	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5285680152990996
PSMC1	C0	S63	R0	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.7750368693603014
PSMC1	C0	S63	R1	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.67730182546572
PSMC1	C0	S63	R2	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8105842433761218
PSMC1	C0	S63	R3	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5584178994898741
PSMC1	C0	S63	R4	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.8071948719193829
PSMC1	C0	S64	R0	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6738581803680886
PSMC1	C0	S64	R1	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5562402279723898
PSMC1	C0	S64	R2	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.6817800087203557
PSMC1	C0	S64	R3	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.5125225714847909
PSMC1	C0	S64	R4	PSMC1-C0	-0.8255188235783519	0.16598021771098706	0.0	-0.7465394281864501
PSMC1	C1	S65	R0	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.714395360565931
PSMC1	C1	S65	R1	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.665986188938245
PSMC1	C1	S65	R2	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7652855805647256
PSMC1	C1	S65	R3	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6126829810959865
PSMC1	C1	S65	R4	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6965014490517991
PSMC1	C1	S66	R0	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.9150593668214526
PSMC1	C1	S66	R1	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.35545413711682206
PSMC1	C1	S66	R2	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6864500431115517
PSMC1	C1	S66	R3	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7405800781382594
PSMC1	C1	S66	R4	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.891195689387266
PSMC1	C1	S67	R0	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7431376256400568
PSMC1	C1	S67	R1	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7973086906046871
PSMC1	C1	S67	R2	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6868790409175862
PSMC1	C1	S67	R3	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7141473783994319
PSMC1	C1	S67	R4	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.5660134590136805
PSMC1	C1	S68	R0	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7370892702679867
PSMC1	C1	S68	R1	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6999638595217637
PSMC1	C1	S68	R2	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7140687223694742
PSMC1	C1	S68	R3	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7661633878265578
PSMC1	C1	S68	R4	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7696544272526208
PSMC1	C1	S69	R0	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6412143872537702
PSMC1	C1	S69	R1	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.6733116939867554
PSMC1	C1	S69	R2	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.8142585679259964
PSMC1	C1	S69	R3	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.8626580178179174
PSMC1	C1	S69	R4	PSMC1-C1	-0.8255188235783519	0.07420441605773356	0.0	-0.7580554100153039
PSMD4	C0	S70	R0	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.954895916444468
PSMD4	C0	S70	R1	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.073792853238705
PSMD4	C0	S70	R2	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.8963964056891102
PSMD4	C0	S70	R3	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1485469433192508
PSMD4	C0	S70	R4	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0568758608453268
PSMD4	C0	S71	R0	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.3226703007084823
PSMD4	C0	S71	R1	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1306067027029365
PSMD4	C0	S71	R2	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1019520464760937
PSMD4	C0	S71	R3	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0199461371626986
PSMD4	C0	S71	R4	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.8999737307447938
PSMD4	C0	S72	R0	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0675455556755333
PSMD4	C0	S72	R1	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.9256481564510256
PSMD4	C0	S72	R2	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.004871806965309
PSMD4	C0	S72	R3	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.972404696590701
PSMD4	C0	S72	R4	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1176554002945003
PSMD4	C0	S73	R0	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-0.9325407802470436
PSMD4	C0	S73	R1	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.178336342483072
PSMD4	C0	S73	R2	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0215240534918757
PSMD4	C0	S73	R3	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1662461246825333
PSMD4	C0	S73	R4	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1228544698517828
PSMD4	C0	S74	R0	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.217180275084118
PSMD4	C0	S74	R1	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.1226747054765096
PSMD4	C0	S74	R2	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0359282249608108
PSMD4	C0	S74	R3	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.0779169609197712
PSMD4	C0	S74	R4	PSMD4-C0	-1.0761206900895104	0.005080775477602897	0.0	-1.2058164087372738
PSMD4	C1	S75	R0	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-0.9927462690773089
PSMD4	C1	S75	R1	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1060981609156
PSMD4	C1	S75	R2	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0390137114388693
PSMD4	C1	S75	R3	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.061297562782977
PSMD4	C1	S75	R4	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.2063070314431672
PSMD4	C1	S76	R0	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.3343249506076498
PSMD4	C1	S76	R1	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.2313626915696163
PSMD4	C1	S76	R2	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0173046698191226
PSMD4	C1	S76	R3	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.2451748621164773
PSMD4	C1	S76	R4	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0582158863140396
PSMD4	C1	S77	R0	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.201060952059328
PSMD4	C1	S77	R1	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1005093302610474
PSMD4	C1	S77	R2	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.322212240008965
PSMD4	C1	S77	R3	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0231127381464493
PSMD4	C1	S77	R4	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.143787124755494
PSMD4	C1	S78	R0	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.051237674849855
PSMD4	C1	S78	R1	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1208340898081361
PSMD4	C1	S78	R2	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0600138752165515
PSMD4	C1	S78	R3	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1500134586728057
PSMD4	C1	S78	R4	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.0654846003950595
PSMD4	C1	S79	R0	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.29077752316885
PSMD4	C1	S79	R1	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.2478913239909963
PSMD4	C1	S79	R2	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.067272854298292
PSMD4	C1	S79	R3	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1437380803673955
PSMD4	C1	S79	R4	PSMD4-C1	-1.0761206900895104	-0.06369956465693534	0.0	-1.1626956718684671
TH	C0	S80	R0	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.10030913966164
TH	C0	S80	R1	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0321753992619875
TH	C0	S80	R2	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.141682285620746
TH	C0	S80	R3	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0313171505219785
TH	C0	S80	R4	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.173927095103372
TH	C0	S81	R0	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1230731144985007
TH	C0	S81	R1	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.983852743024583
TH	C0	S81	R2	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.975222667411915
TH	C0	S81	R3	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1920633462220402
TH	C0	S81	R4	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.9984844354736664
TH	C0	S82	R0	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1862661423999945
TH	C0	S82	R1	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0090455870245962
TH	C0	S82	R2	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.2722291161284336
TH	C0	S82	R3	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1940589794404153
TH	C0	S82	R4	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1332451379787902
TH	C0	S83	R0	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0989965056851
TH	C0	S83	R1	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.9399864672616054
TH	C0	S83	R2	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.9919479927961514
TH	C0	S83	R3	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.924801119339266
TH	C0	S83	R4	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.9616871203929473
TH	C0	S84	R0	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.1106342653599885
TH	C0	S84	R1	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.108980598628376
TH	C0	S84	R2	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-0.9754507479763779
TH	C0	S84	R3	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0783107670942202
TH	C0	S84	R4	TH-C0	-0.9680960903942901	-0.11425181980221402	0.0	-1.0980472774458359
TH	C1	S85	R0	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.136550634937097
TH	C1	S85	R1	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.013676374791132
TH	C1	S85	R2	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.2821300033049625
TH	C1	S85	R3	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.0486421181504464
TH	C1	S85	R4	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.101019387801758
TH	C1	S86	R0	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9337729278816423
TH	C1	S86	R1	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.050897598277144
TH	C1	S86	R2	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.035935517569686
TH	C1	S86	R3	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.8683198161685282
TH	C1	S86	R4	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.1079371371524396
TH	C1	S87	R0	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9713644731199125
TH	C1	S87	R1	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.1925570573832245
TH	C1	S87	R2	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9940574508911127
TH	C1	S87	R3	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9620037880958934
TH	C1	S87	R4	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9170432654558867
TH	C1	S88	R0	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.0928986819674424
TH	C1	S88	R1	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9710646684411185
TH	C1	S88	R2	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9712149426677089
TH	C1	S88	R3	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.0049535260453415
TH	C1	S88	R4	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9880287347627975
TH	C1	S89	R0	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9566769304624113
TH	C1	S89	R1	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.9632423201473927
TH	C1	S89	R2	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.1026314515444178
TH	C1	S89	R3	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-1.1226165136680262
TH	C1	S89	R4	TH-C1	-0.9680960903942901	-0.03493427224128775	0.0	-0.7524323341037106
RPS10	C0	S90	R0	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.17905808634323073
RPS10	C0	S90	R1	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.15209052990498145
RPS10	C0	S90	R2	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.03210063190420646
RPS10	C0	S90	R3	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.04982256597573295
RPS10	C0	S90	R4	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.06221258121647037
RPS10	C0	S91	R0	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.001118401345156922
RPS10	C0	S91	R1	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.10560833622044054
RPS10	C0	S91	R2	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.03116318293588785
RPS10	C0	S91	R3	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.062033656078659904
RPS10	C0	S91	R4	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.0005161693043973462
RPS10	C0	S92	R0	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.03975827271163576
RPS10	C0	S92	R1	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.02608870492827993
RPS10	C0	S92	R2	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.08893410517721011
RPS10	C0	S92	R3	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.11013467769589437
RPS10	C0	S92	R4	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.1310314595767604
RPS10	C0	S93	R0	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.05891415274303623
RPS10	C0	S93	R1	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.09200113767709488
RPS10	C0	S93	R2	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.10945107889643284
RPS10	C0	S93	R3	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.01885793255442801
RPS10	C0	S93	R4	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.1319777981162455
RPS10	C0	S94	R0	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.060679227765250185
RPS10	C0	S94	R1	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.010321142881012277
RPS10	C0	S94	R2	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.1477907869793023
RPS10	C0	S94	R3	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	0.11733241134903992
RPS10	C0	S94	R4	RPS10-C0	-0.02493703754774101	0.012015895248162916	0.0	-0.04918235105730397
RPS10	C1	S95	R0	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.1117323717095445
RPS10	C1	S95	R1	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.022462855092326033
RPS10	C1	S95	R2	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.1937075203540129
RPS10	C1	S95	R3	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.03360155615312177
RPS10	C1	S95	R4	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.0480320476644205
RPS10	C1	S96	R0	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.06559109012351597
RPS10	C1	S96	R1	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.18659409178070432
RPS10	C1	S96	R2	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.006685658027467071
RPS10	C1	S96	R3	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.11752886512352795
RPS10	C1	S96	R4	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.06800714232430091
RPS10	C1	S97	R0	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.017451109375600526
RPS10	C1	S97	R1	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.17089692876935447
RPS10	C1	S97	R2	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.1315333901575685
RPS10	C1	S97	R3	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.01361412149123084
RPS10	C1	S97	R4	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.03857886258808356
RPS10	C1	S98	R0	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	-0.09026280421554705
RPS10	C1	S98	R1	RPS10-C1	-0.02493703754774101	0.061720310970741925	0.0	0.06508282680410107
